ADM0_NAME,ADM0_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
NIGERIA,NG,100473260,104435960,204909220,15713253,13740497,12305947,10974474,9109497,7696113,6543803,5577463,4629290,3617274,2903755,2363122,1848775,1415387,1008663,609086,416861,16494093,14394113,12886243,11481793,9479149,7999304,6847228,5885417,4915691,3897001,3038057,2334506,1737882,1276610,899216,533838,335819,32207346,28134610,25192190,22456267,18588646,15695417,13391031,11462880,9544981,7514275,5941812,4697628,3586657,2691997,1907879,1142924,752680
